id,carat,color,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
11126,2.01,2.0,62.9,58.0,7.89,8.01,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,16013
11203,2.06,6.0,64.3,58.0,8.03,7.99,5.15,0,1,0,0,0,1,0,0,0,0,0,0,0,6091
11247,2.04,6.0,60.3,60.0,8.26,8.19,4.96,0,0,0,1,0,0,0,0,1,0,0,0,0,14660
11249,2.01,3.0,62.5,58.0,7.97,8.05,5.01,0,0,0,0,1,0,0,0,0,0,1,0,0,15819
11299,2.14,4.0,64.8,60.0,8.11,8.0,5.22,1,0,0,0,0,0,0,0,1,0,0,0,0,13825
11304,2.04,2.0,63.2,58.0,8.1,8.0,5.09,0,0,0,0,1,0,0,0,1,0,0,0,0,13790
11306,2.0,4.0,63.8,59.0,7.88,8.01,5.07,0,1,0,0,0,0,0,0,0,0,1,0,0,18023
11333,2.01,4.0,60.3,58.0,8.11,8.17,4.91,0,0,0,0,1,0,0,1,0,0,0,0,0,12392
11348,2.08,6.0,62.0,56.0,8.16,8.18,5.06,0,0,1,0,0,0,0,0,0,0,1,0,0,17916
11360,2.24,4.0,61.4,56.0,8.38,8.43,5.16,0,0,1,0,0,0,0,0,1,0,0,0,0,16300
11367,2.02,5.0,57.9,62.0,8.25,8.3,4.79,0,1,0,0,0,0,0,0,0,0,1,0,0,16789
11372,2.1,1.0,63.4,58.0,8.19,8.12,5.17,0,0,0,0,1,0,0,0,1,0,0,0,0,13007
11380,2.5,3.0,63.8,53.0,8.56,8.5,5.45,0,0,1,0,0,0,0,0,1,0,0,0,0,15246
11469,2.25,4.0,67.7,58.0,8.01,7.97,5.41,1,0,0,0,0,1,0,0,0,0,0,0,0,6653
11517,2.2,5.0,61.8,54.0,8.45,8.4,5.2,0,0,0,1,0,0,0,0,1,0,0,0,0,13719
11521,4.01,3.0,62.5,62.0,10.02,9.94,6.24,0,0,0,1,0,1,0,0,0,0,0,0,0,15223
11555,2.01,7.0,63.4,58.0,8.01,7.94,5.06,0,0,0,0,1,0,0,0,1,0,0,0,0,12617
11579,2.06,5.0,64.6,58.0,7.91,8.04,5.15,1,0,0,0,0,0,0,0,0,1,0,0,0,14750
11596,2.02,6.0,63.3,57.0,8.03,7.96,5.06,0,0,0,0,1,0,0,0,1,0,0,0,0,9853
11620,2.04,6.0,63.0,58.0,8.1,8.03,5.08,0,0,0,1,0,0,0,1,0,0,0,0,0,18115
11628,2.18,5.0,58.9,60.0,8.51,8.55,5.02,0,0,0,0,1,0,0,0,1,0,0,0,0,15684
11637,2.14,3.0,60.4,59.0,8.32,8.38,5.04,0,0,0,1,0,0,0,0,1,0,0,0,0,17513
11651,2.01,4.0,62.1,57.0,8.07,8.09,5.02,0,0,1,0,0,0,0,1,0,0,0,0,0,18736
11652,2.36,5.0,62.8,55.0,8.47,8.5,5.33,0,0,1,0,0,0,0,0,1,0,0,0,0,16707
11679,2.01,4.0,60.9,56.0,8.14,8.18,4.97,0,0,1,0,0,0,0,0,0,1,0,0,0,16319
11735,2.25,4.0,60.4,59.0,8.54,8.48,5.13,0,0,0,1,0,0,0,0,1,0,0,0,0,18007
11763,2.25,6.0,61.9,59.0,8.42,8.35,5.19,0,0,0,1,0,0,0,0,1,0,0,0,0,11114
11785,2.07,6.0,59.8,58.0,8.23,8.26,4.93,0,0,0,0,1,0,0,1,0,0,0,0,0,17019
11883,2.14,2.0,61.5,57.0,8.36,8.29,5.12,0,0,1,0,0,0,0,1,0,0,0,0,0,18528
11895,2.05,5.0,62.7,56.0,8.18,8.11,5.11,0,0,1,0,0,0,0,0,0,0,0,0,1,17214
11943,2.14,3.0,62.9,56.0,8.18,8.14,5.13,0,0,1,0,0,0,0,0,1,0,0,0,0,14359
11965,2.01,5.0,61.7,60.0,8.12,8.09,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,9793
11970,2.02,6.0,61.8,57.0,8.06,8.13,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,16397
11979,2.0,2.0,60.7,60.0,8.13,8.07,4.92,0,0,0,1,0,0,0,0,1,0,0,0,0,10833
11995,2.01,4.0,62.0,59.0,8.04,8.1,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12403
12002,2.01,1.0,63.4,58.0,8.03,7.96,5.07,0,0,0,0,1,0,0,1,0,0,0,0,0,13275
12026,2.35,4.0,60.7,60.0,8.64,8.6,5.23,0,0,0,1,0,0,0,0,0,1,0,0,0,14399
12055,2.01,2.0,60.4,61.0,8.05,7.98,4.84,0,0,0,1,0,0,0,1,0,0,0,0,0,12898
12116,2.01,5.0,62.4,61.0,8.01,7.99,4.99,0,0,0,1,0,0,0,1,0,0,0,0,0,15528
12117,2.0,6.0,60.8,62.0,8.09,8.12,4.93,0,0,0,0,1,0,0,0,0,0,1,0,0,13043
12134,2.33,4.0,61.8,59.0,8.41,8.56,5.24,0,0,0,0,1,0,0,0,0,0,1,0,0,14801
12158,2.14,5.0,60.3,60.0,8.31,8.43,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,18526
12289,2.0,5.0,61.0,51.6,8.14,8.18,4.97,0,0,0,0,1,0,0,0,0,1,0,0,0,13203
12314,2.33,4.0,63.2,56.0,8.44,8.35,5.31,0,0,0,0,1,0,0,0,1,0,0,0,0,13500
12331,2.02,2.0,56.2,61.0,8.8,8.33,4.81,1,0,0,0,0,0,0,1,0,0,0,0,0,15695
12386,2.03,4.0,62.2,59.0,8.03,8.09,5.01,0,0,0,0,1,0,0,1,0,0,0,0,0,16693
12389,2.19,4.0,61.8,57.0,8.23,8.49,5.17,0,0,1,0,0,0,0,0,1,0,0,0,0,18693
12413,5.01,7.0,65.5,59.0,10.74,10.54,6.98,1,0,0,0,0,1,0,0,0,0,0,0,0,18018
12420,3.0,6.0,60.7,59.0,9.3,9.14,5.6,0,0,0,1,0,0,0,0,1,0,0,0,0,16970
12442,3.01,3.0,59.8,58.0,9.44,9.37,5.62,0,0,0,1,0,0,0,0,1,0,0,0,0,14220
12457,2.0,4.0,69.8,54.0,7.6,7.56,5.29,1,0,0,0,0,1,0,0,0,0,0,0,0,5914
12468,2.01,4.0,61.4,58.0,8.11,7.99,4.94,0,0,0,1,0,0,0,0,0,0,1,0,0,17987
12508,2.27,4.0,67.6,55.0,8.05,8.0,5.43,1,0,0,0,0,1,0,0,0,0,0,0,0,5733
12533,2.14,4.0,58.2,61.0,8.5,8.45,4.93,0,0,0,1,0,0,0,0,1,0,0,0,0,17742
12569,2.0,3.0,64.1,58.0,7.85,7.79,5.01,0,1,0,0,0,0,0,1,0,0,0,0,0,9193
12579,2.0,7.0,63.3,56.0,8.0,7.93,5.04,0,0,0,0,1,0,0,1,0,0,0,0,0,15851
12581,2.01,7.0,61.6,56.0,8.17,8.13,5.02,0,0,0,0,1,0,0,0,1,0,0,0,0,15188
12593,4.01,5.0,61.0,61.0,10.14,10.1,6.17,0,0,0,1,0,1,0,0,0,0,0,0,0,15223
12609,2.01,4.0,61.5,55.0,8.15,8.11,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,11602
12625,2.02,5.0,59.4,59.0,8.21,8.25,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,14211
12626,2.52,1.0,65.1,56.0,8.51,8.43,5.51,1,0,0,0,0,0,0,0,1,0,0,0,0,15776
12700,2.01,6.0,62.5,56.0,8.08,8.02,5.03,0,0,1,0,0,0,0,0,0,1,0,0,0,17068
12703,2.02,2.0,60.1,59.0,8.21,8.29,4.96,0,0,0,1,0,0,0,0,1,0,0,0,0,16944
12730,2.02,2.0,62.6,57.0,8.01,7.97,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,14182
12770,2.01,6.0,59.2,62.0,8.14,8.17,4.83,0,0,0,0,1,0,0,0,0,0,1,0,0,16626
12784,2.0,5.0,57.9,60.0,8.28,8.34,4.81,0,0,0,0,1,0,0,1,0,0,0,0,0,18759
12799,2.03,6.0,58.1,59.0,8.36,8.31,4.86,0,0,0,1,0,0,0,0,1,0,0,0,0,10879
12805,2.07,7.0,60.6,56.0,8.38,8.3,5.05,0,0,1,0,0,0,0,1,0,0,0,0,0,14935
12819,2.26,4.0,62.2,56.0,8.38,8.35,5.2,0,0,1,0,0,0,0,0,1,0,0,0,0,17312
12871,2.01,3.0,62.5,57.0,8.08,8.01,5.03,0,0,1,0,0,0,0,1,0,0,0,0,0,15140
12916,2.02,7.0,62.1,56.0,8.13,8.09,5.04,0,0,1,0,0,0,0,0,1,0,0,0,0,12485
12936,2.01,6.0,63.6,57.0,7.95,7.87,5.03,0,1,0,0,0,0,0,0,0,0,1,0,0,16149
12950,2.0,3.0,62.4,58.0,8.01,8.08,5.02,0,1,0,0,0,0,0,0,0,1,0,0,0,14973
12980,2.01,6.0,60.3,60.0,8.11,8.08,4.88,0,0,0,1,0,0,0,0,1,0,0,0,0,16881
12998,2.06,4.0,61.7,59.0,8.21,8.13,5.04,0,0,0,1,0,0,0,0,1,0,0,0,0,16857
13021,2.32,7.0,62.6,57.0,8.46,8.52,5.32,0,0,1,0,0,0,0,1,0,0,0,0,0,18080
13083,2.51,2.0,59.5,65.0,8.87,8.74,5.24,0,1,0,0,0,0,0,0,1,0,0,0,0,14251
13133,2.09,5.0,60.6,57.0,8.34,8.29,5.04,0,0,1,0,0,0,0,1,0,0,0,0,0,14383
13137,2.5,5.0,64.0,55.0,8.56,8.48,5.46,0,0,1,0,0,0,0,0,1,0,0,0,0,14502
13192,2.09,5.0,61.2,57.0,8.26,8.21,5.04,0,0,0,1,0,0,0,0,1,0,0,0,0,12377
13212,2.01,6.0,58.2,63.0,8.32,8.23,4.82,0,0,0,0,1,0,0,1,0,0,0,0,0,18027
13216,2.01,5.0,60.6,62.0,8.05,8.08,4.89,0,0,0,0,1,0,0,1,0,0,0,0,0,16582
13304,2.1,3.0,59.5,69.0,8.35,8.25,4.94,1,0,0,0,0,0,0,0,1,0,0,0,0,16506
13317,2.47,3.0,62.5,56.0,8.65,8.6,5.39,0,0,0,1,0,0,0,0,1,0,0,0,0,14970
13323,2.02,6.0,62.2,59.0,8.09,8.05,5.02,0,0,0,1,0,0,0,1,0,0,0,0,0,14574
13364,2.01,6.0,62.2,57.0,7.91,7.97,4.94,0,1,0,0,0,0,0,0,1,0,0,0,0,16410
13387,2.08,4.0,59.0,59.0,8.37,8.41,4.95,0,0,0,0,1,0,0,0,1,0,0,0,0,15696
13427,2.0,3.0,62.2,57.0,8.13,8.0,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,11988
13441,2.17,3.0,62.3,60.0,8.33,8.2,5.15,0,0,0,1,0,0,0,0,1,0,0,0,0,13395
13461,2.02,,59.2,60.0,8.27,8.39,4.91,0,0,0,0,1,0,0,0,1,0,0,0,0,11757
13467,2.01,,60.3,58.0,8.22,8.16,4.94,0,0,0,1,0,0,0,0,0,0,1,0,0,17826
13476,2.01,,61.4,63.0,8.19,7.96,4.96,0,0,0,0,1,0,0,0,1,0,0,0,0,10009
13493,2.75,,60.9,57.0,9.04,8.98,5.49,0,0,1,0,0,1,0,0,0,0,0,0,0,13156
13499,2.0,,65.4,58.0,7.96,7.75,5.14,1,0,0,0,0,0,0,0,0,0,1,0,0,11966
13503,2.0,,66.8,55.0,7.75,7.71,5.16,1,0,0,0,0,0,0,0,1,0,0,0,0,8037
13528,2.2,,60.4,60.0,8.44,8.36,5.08,0,0,0,1,0,0,0,0,1,0,0,0,0,15897
13534,2.17,,62.1,61.0,8.24,8.27,5.13,0,0,0,0,1,0,0,1,0,0,0,0,0,15760
13642,2.0,,61.0,58.0,8.06,7.97,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,14406
13663,2.02,,61.5,59.0,8.08,8.21,5.01,0,0,0,0,1,0,0,0,0,0,1,0,0,17887
13718,2.11,,67.2,60.0,7.86,7.8,5.26,1,0,0,0,0,0,0,1,0,0,0,0,0,15282
13725,2.01,,59.8,58.0,8.21,8.15,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,15977
13733,2.01,,60.5,61.0,8.14,8.09,4.91,0,0,0,1,0,0,0,0,1,0,0,0,0,16287
13751,2.0,,62.9,58.0,7.98,7.92,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,13420
13756,2.13,,62.4,56.0,8.26,8.19,5.13,0,0,0,1,0,0,0,0,1,0,0,0,0,12753
13773,2.01,,59.5,58.0,8.18,8.21,4.88,0,0,0,0,1,0,0,0,1,0,0,0,0,13669
13808,2.68,,63.5,56.0,8.81,8.77,5.58,0,0,0,0,1,1,0,0,0,0,0,0,0,9665
13853,2.06,,60.7,58.0,8.18,8.25,4.99,0,0,0,1,0,0,0,0,1,0,0,0,0,13908
13873,2.48,,56.7,66.0,8.88,8.64,4.99,1,0,0,0,0,0,0,0,1,0,0,0,0,15030
13914,2.25,,60.5,56.0,8.49,8.54,5.15,0,0,1,0,0,0,0,0,1,0,0,0,0,16575
13961,2.38,,62.4,58.0,8.54,8.46,5.31,0,0,0,1,0,0,0,1,0,0,0,0,0,12364
13962,2.3,,63.8,55.0,8.4,8.35,5.34,0,1,0,0,0,0,0,0,1,0,0,0,0,12944
14001,2.31,,60.7,63.0,8.52,8.48,5.16,0,0,0,0,1,0,0,0,1,0,0,0,0,12369
14024,2.06,,59.0,64.0,8.39,8.13,4.89,0,1,0,0,0,0,0,1,0,0,0,0,0,14920
14084,2.01,,63.0,56.0,8.0,7.93,5.02,0,0,1,0,0,0,0,0,0,0,1,0,0,18172
14126,2.0,,65.6,58.0,7.92,7.76,5.15,1,0,0,0,0,0,0,1,0,0,0,0,0,15762
14238,2.01,,62.1,57.0,8.0,7.88,4.93,0,0,1,0,0,0,0,0,1,0,0,0,0,13387
14253,2.21,,60.2,60.0,8.38,8.47,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,18128
14261,2.03,,63.7,58.0,7.91,7.94,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,16412
14266,2.09,,61.3,59.0,8.19,8.15,5.01,0,0,0,1,0,0,0,0,1,0,0,0,0,12377
14270,2.3,,61.6,56.0,8.48,8.52,5.24,0,0,1,0,0,0,0,0,1,0,0,0,0,18304
14283,2.48,,63.0,62.0,8.58,8.62,5.42,0,0,0,0,1,0,0,0,1,0,0,0,0,17448
14350,2.02,,61.1,61.0,8.11,8.08,4.95,0,0,0,1,0,0,0,0,1,0,0,0,0,13991
14351,2.23,,60.5,61.0,8.47,8.4,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,12770
14374,2.08,,60.2,60.0,8.28,8.32,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18128
14431,2.01,,62.2,57.0,8.09,8.04,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,17849
14438,3.5,,62.8,57.0,9.65,9.59,6.03,0,0,1,0,0,1,0,0,0,0,0,0,0,12587
14444,2.07,,61.2,60.0,8.2,8.12,4.99,0,0,0,1,0,0,0,1,0,0,0,0,0,14476
14467,2.03,,63.1,58.0,8.02,7.98,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,13858
14473,2.36,,58.9,64.0,8.75,8.68,5.14,0,1,0,0,0,0,0,0,1,0,0,0,0,12286
14522,2.0,,66.3,54.0,7.98,7.88,5.26,1,0,0,0,0,0,0,0,0,1,0,0,0,12907
14523,2.14,,60.7,59.0,8.37,8.31,5.06,0,0,0,1,0,0,0,0,1,0,0,0,0,13540
14542,2.06,,61.5,58.0,8.2,8.15,5.03,0,0,0,1,0,0,0,1,0,0,0,0,0,18439
14546,2.01,,64.6,55.0,7.85,7.98,5.11,0,1,0,0,0,0,0,0,1,0,0,0,0,15394
14554,2.1,,60.4,59.0,8.28,8.33,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,16479
14566,2.05,,61.8,60.0,8.19,8.14,5.05,0,0,0,1,0,0,0,0,0,0,1,0,0,18318
14578,2.37,,61.9,55.0,8.53,8.56,5.29,0,0,1,0,0,0,0,1,0,0,0,0,0,18508
14581,2.09,,61.1,56.0,8.23,8.3,5.05,0,0,0,0,1,0,0,1,0,0,0,0,0,18392
14656,2.0,,63.3,59.0,7.95,7.89,5.01,0,0,0,0,1,0,0,1,0,0,0,0,0,11189
14694,2.03,,62.6,59.0,8.06,8.1,5.06,0,0,0,1,0,0,0,0,0,0,1,0,0,17975
14741,2.03,,63.0,56.0,8.12,8.05,5.09,0,0,0,1,0,0,0,0,1,0,0,0,0,13182
14743,2.52,,65.4,59.0,8.49,8.42,5.53,1,0,0,0,0,0,0,0,1,0,0,0,0,13846
14768,2.09,,59.8,59.0,8.37,8.32,4.99,0,0,0,1,0,0,0,0,1,0,0,0,0,14024
14775,2.02,,61.5,58.0,8.19,8.11,5.01,0,0,1,0,0,0,0,0,0,0,1,0,0,16018
14787,2.2,,61.5,58.0,8.44,8.38,5.18,0,0,0,1,0,0,0,0,1,0,0,0,0,12747
14792,2.01,,62.2,56.0,8.05,8.08,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,17078
14831,2.03,,62.7,61.0,8.04,7.93,5.01,0,1,0,0,0,0,0,1,0,0,0,0,0,15339
14838,2.2,,63.6,58.0,8.21,8.17,5.21,0,1,0,0,0,0,0,0,1,0,0,0,0,13919
14855,2.11,,60.9,60.0,8.21,8.28,5.02,0,0,0,0,1,0,0,0,1,0,0,0,0,18407
14873,2.51,,59.3,58.0,8.83,8.87,5.25,0,0,0,1,0,0,0,0,1,0,0,0,0,16278
14876,2.01,,62.1,60.0,8.1,8.03,5.01,0,0,0,1,0,0,0,0,1,0,0,0,0,9658
14888,2.01,,62.3,57.0,8.06,8.08,5.03,0,0,1,0,0,0,0,0,1,0,0,0,0,13796
14996,2.17,,58.8,62.0,8.48,8.53,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,14625
15003,2.05,,62.5,57.0,8.09,8.07,5.05,0,0,0,0,1,0,0,1,0,0,0,0,0,17811
15029,2.05,,63.4,58.0,8.03,7.96,5.07,0,0,0,0,1,0,0,1,0,0,0,0,0,12515
15040,2.3,,61.8,60.0,8.47,8.39,5.21,0,0,0,1,0,0,0,0,0,0,1,0,0,18239
15067,2.03,,62.8,59.0,8.04,8.08,5.06,0,0,0,0,1,0,0,0,1,0,0,0,0,13063
15069,2.04,,61.4,59.0,8.04,8.14,4.97,0,0,0,1,0,0,0,0,0,0,1,0,0,13477
15113,2.09,,57.9,63.0,8.37,8.46,4.87,0,1,0,0,0,0,0,1,0,0,0,0,0,16294
15147,2.01,,63.1,55.0,7.99,8.09,5.07,0,1,0,0,0,0,0,0,1,0,0,0,0,13849
15173,2.16,,61.4,58.0,8.29,8.31,5.1,0,0,0,0,1,0,0,1,0,0,0,0,0,14715
15176,2.11,,62.0,55.0,8.23,8.18,5.09,0,0,1,0,0,0,0,1,0,0,0,0,0,15282
15196,2.11,,61.0,58.0,8.29,8.2,5.03,0,0,0,1,0,0,0,0,1,0,0,0,0,12554
15279,2.01,,58.5,58.0,8.3,8.25,4.84,0,0,0,1,0,0,0,1,0,0,0,0,0,16956
15309,2.05,,62.5,58.0,8.12,8.08,5.06,0,0,0,1,0,0,0,0,1,0,0,0,0,16431
15339,2.2,,61.1,59.0,8.41,8.35,5.12,0,0,0,1,0,0,0,0,1,0,0,0,0,16996
15366,2.01,,60.6,60.0,8.11,8.19,4.94,0,0,0,0,1,0,0,0,1,0,0,0,0,11406
15389,2.0,,59.0,62.0,6.16,6.15,4.82,0,0,0,1,0,0,0,1,0,0,0,0,0,14918
15391,2.28,,62.9,57.0,8.34,8.41,5.27,0,0,0,0,1,0,0,0,1,0,0,0,0,16041
15425,2.02,,61.2,59.0,8.13,8.05,4.95,0,0,0,1,0,0,0,0,0,1,0,0,0,17153
15486,2.21,,59.6,60.0,8.53,8.49,5.07,0,0,0,1,0,0,0,0,1,0,0,0,0,16657
15514,2.48,,63.0,62.0,8.62,8.58,5.42,0,0,0,1,0,0,0,0,1,0,0,0,0,17607
15548,2.22,,61.3,56.0,8.36,8.45,5.15,0,0,1,0,0,0,0,0,0,0,1,0,0,18363
15559,2.02,,61.9,58.0,8.07,8.18,5.03,0,0,1,0,0,0,0,1,0,0,0,0,0,15942
15560,2.15,,62.4,60.0,8.18,8.24,5.12,0,0,0,0,1,0,0,1,0,0,0,0,0,13622
15561,2.0,,60.7,60.0,8.11,8.07,4.91,0,0,0,1,0,0,0,0,1,0,0,0,0,15451
15617,2.0,,60.3,58.0,8.15,8.08,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,12987
15669,2.03,,58.5,60.0,8.37,8.34,4.89,0,0,0,1,0,0,0,0,0,0,1,0,0,16309
15688,2.0,,59.5,62.0,8.21,8.13,4.86,0,0,0,1,0,0,0,0,0,0,1,0,0,15651
15697,2.1,,61.3,55.0,8.19,8.25,5.04,0,0,1,0,0,0,0,0,1,0,0,0,0,18312
15700,2.03,,61.7,58.0,8.14,8.1,5.01,0,0,0,1,0,0,0,0,1,0,0,0,0,13229
15712,2.01,,61.7,56.0,8.12,8.16,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,18394
15724,2.51,,62.2,58.0,8.73,8.67,5.41,0,0,0,1,0,0,0,0,0,0,1,0,0,18020
15761,2.12,,61.5,59.0,8.26,8.21,5.06,0,0,0,1,0,0,0,0,1,0,0,0,0,13307
15770,2.01,,62.7,59.0,8.03,8.08,5.05,0,0,0,1,0,0,0,1,0,0,0,0,0,17688
15777,2.01,,59.6,61.0,8.08,8.14,4.83,0,1,0,0,0,0,0,1,0,0,0,0,0,11703
15793,2.01,,60.5,58.0,8.2,8.06,4.92,0,0,0,1,0,0,0,1,0,0,0,0,0,12829
15810,2.02,,63.1,56.0,8.06,8.02,5.07,0,0,0,0,1,0,0,0,1,0,0,0,0,15848
15816,2.01,,62.2,60.0,8.02,7.96,4.97,0,0,0,1,0,0,0,0,1,0,0,0,0,13387
15822,2.08,,62.3,55.0,8.23,8.17,5.11,0,0,1,0,0,0,0,0,1,0,0,0,0,12179
15882,2.02,,59.4,59.0,8.25,8.21,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,14341
15978,2.01,,62.3,61.0,7.99,8.04,4.99,0,1,0,0,0,0,0,0,1,0,0,0,0,17115
15992,2.16,,58.7,60.0,8.54,8.5,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,18481
16034,2.14,,62.8,59.0,8.16,8.21,5.14,0,0,0,0,1,0,0,0,0,0,1,0,0,15931
16049,2.13,,59.6,59.0,8.43,8.37,5.01,0,0,0,1,0,0,0,0,0,0,1,0,0,15110
16058,2.0,,63.2,54.0,7.97,7.88,5.01,0,0,0,0,1,0,0,1,0,0,0,0,0,13320
16072,2.0,,62.5,57.0,8.05,7.98,5.01,0,0,1,0,0,1,0,0,0,0,0,0,0,7204
16082,2.15,,61.2,58.0,8.42,8.3,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,11985
16104,2.01,,62.6,59.0,7.95,7.98,4.99,0,0,0,0,1,0,0,1,0,0,0,0,0,16901
16143,2.4,,62.6,59.0,8.53,8.49,5.33,0,0,0,1,0,0,0,0,1,0,0,0,0,16797
16144,2.75,,60.5,61.0,8.99,8.97,5.48,0,0,0,1,0,0,0,0,1,0,0,0,0,15415
16202,2.03,,62.3,60.0,8.01,8.07,5.01,0,0,0,0,1,0,0,1,0,0,0,0,0,16392
16236,2.0,,60.3,57.0,8.25,8.06,4.92,0,0,0,1,0,0,0,0,1,0,0,0,0,12388
16249,2.01,,62.2,59.0,7.93,8.01,4.96,0,0,0,0,1,0,0,1,0,0,0,0,0,12084
16256,2.52,,61.5,56.0,8.76,8.69,5.37,0,0,1,0,0,0,0,1,0,0,0,0,0,17231
16263,2.01,,61.9,56.0,8.16,8.08,5.03,0,0,1,0,0,0,0,1,0,0,0,0,0,14558
16310,2.1,,59.1,58.0,8.46,8.4,4.98,0,0,0,1,0,0,0,0,1,0,0,0,0,12494
16326,2.5,,62.4,59.0,8.61,8.54,5.35,0,0,0,1,0,0,0,0,1,0,0,0,0,15934
16364,2.08,,62.3,56.0,8.16,8.22,5.1,0,0,1,0,0,0,0,0,1,0,0,0,0,15132
16368,2.03,,62.2,57.0,8.09,8.06,5.03,0,0,1,0,0,0,0,0,1,0,0,0,0,12573
16372,2.19,,63.7,57.0,8.23,8.19,5.23,0,1,0,0,0,0,0,0,1,0,0,0,0,11756
16380,2.02,,57.1,60.0,8.31,8.25,4.73,0,1,0,0,0,0,0,0,1,0,0,0,0,12615
16473,2.31,,62.5,55.0,8.39,8.44,5.26,0,0,0,0,1,0,0,1,0,0,0,0,0,17715
16536,2.0,,63.3,59.0,8.03,7.96,5.06,0,0,0,0,1,0,0,1,0,0,0,0,0,17760
16569,3.01,,57.6,64.0,9.44,9.38,5.42,0,1,0,0,0,0,0,0,1,0,0,0,0,18593
16622,2.5,,59.0,60.0,8.76,8.89,5.21,0,0,0,1,0,0,0,0,1,0,0,0,0,18447
16623,2.01,,63.2,57.0,8.02,7.97,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,14150
16643,2.02,,62.7,60.0,7.98,8.1,5.04,0,0,0,1,0,0,0,0,1,0,0,0,0,11463
16650,2.37,,62.2,57.0,8.52,8.58,5.32,0,0,1,0,0,0,0,0,0,0,1,0,0,16059
16675,2.01,,59.4,63.0,8.18,8.26,4.88,0,1,0,0,0,0,0,1,0,0,0,0,0,14597
16859,2.1,,61.7,55.0,8.21,8.13,5.04,0,0,1,0,0,0,0,1,0,0,0,0,0,13182
16979,2.8,,61.1,59.0,9.03,8.98,5.5,0,0,0,1,0,0,0,0,1,0,0,0,0,15030
16984,2.47,,62.1,57.0,8.64,8.57,5.34,0,0,1,0,0,0,0,0,1,0,0,0,0,15430
17031,2.02,,62.7,58.0,7.96,8.01,5.01,0,0,0,0,1,0,0,0,0,0,1,0,0,18398
17061,2.03,,62.9,57.0,8.04,7.98,5.04,0,0,0,1,0,0,0,1,0,0,0,0,0,16629
17097,2.06,,62.4,55.0,8.1,8.14,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,14120
17115,2.12,,62.1,56.0,8.17,8.25,5.1,0,0,1,0,0,0,0,1,0,0,0,0,0,14503
17131,2.18,,62.6,58.0,8.25,8.23,5.16,0,0,0,1,0,0,0,0,1,0,0,0,0,12970
17139,2.01,,60.5,59.0,8.12,8.01,4.88,0,0,0,1,0,0,0,1,0,0,0,0,0,12690
17158,2.3,,62.6,56.0,8.45,8.4,5.27,0,0,1,0,0,0,0,0,0,0,1,0,0,18190
17185,2.09,,62.5,56.0,8.13,8.17,5.1,0,0,1,0,0,0,0,0,0,0,1,0,0,17999
17218,2.28,,63.6,57.0,8.37,8.32,5.31,0,1,0,0,0,0,0,0,1,0,0,0,0,9068
17221,2.01,,60.9,65.0,8.22,8.18,4.99,0,1,0,0,0,0,0,1,0,0,0,0,0,15618
17239,2.19,,62.5,56.0,8.31,8.24,5.18,0,0,1,0,0,0,0,0,1,0,0,0,0,15254
17271,2.02,,62.7,53.0,8.02,7.95,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,18207
17288,2.0,,62.8,57.0,8.02,8.05,5.04,0,0,0,0,1,0,0,0,1,0,0,0,0,11510
17289,2.03,,61.6,55.0,8.18,8.12,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,16642
17296,2.04,,60.2,58.0,8.24,8.17,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,18231
17367,2.02,,59.8,59.9,8.16,8.21,4.9,0,0,0,0,1,0,0,1,0,0,0,0,0,12598
