id,carat,cut,color,clarity,depth,table,price
28930,3.01,4,1,7,65.4,60.0,16538
29007,2.07,0,7,3,64.5,60.0,13016
29010,2.04,2,1,4,62.4,57.0,13825
29026,2.0,2,2,1,62.9,59.2,15081
29061,2.01,3,4,3,59.4,58.0,15562
29070,2.28,4,6,3,62.0,55.0,16969
29088,2.24,3,2,3,61.9,58.0,15515
29093,2.01,4,2,0,61.4,59.0,17227
29096,2.26,1,2,3,56.9,60.0,16241
29099,2.02,4,2,0,62.1,56.0,18324
29122,2.0,2,4,3,63.5,55.0,15485
29130,2.03,2,3,3,56.8,61.0,16442
29145,2.01,1,5,3,64.1,57.0,16085
29211,2.01,4,1,3,60.8,57.0,13253
29225,2.0,2,6,3,63.5,59.0,15864
29295,2.04,3,3,3,58.0,58.0,11820
29304,2.02,3,2,4,59.6,60.0,16861
29321,2.02,1,1,1,63.5,60.0,12798
29340,2.08,3,3,3,59.7,59.0,12454
29343,2.06,3,2,3,61.0,61.0,13912
29366,2.05,3,3,1,60.2,58.0,17521
29390,2.03,4,6,3,62.3,56.0,14308
29407,2.01,0,3,3,66.7,56.0,10772
29415,2.1,3,3,3,60.4,59.0,16629
29431,2.02,4,5,3,61.3,57.0,16290
29488,2.16,4,2,1,62.0,56.0,18029
29629,2.01,2,1,0,61.2,60.0,14812
29685,2.09,3,5,3,61.7,59.0,17840
29726,2.03,3,1,1,60.1,58.0,12492
29730,2.14,1,3,1,57.5,60.0,14395
29752,2.0,3,2,4,58.5,61.0,14763
29772,2.03,0,3,7,64.4,59.0,6002
29781,2.04,3,6,3,62.7,60.0,15398
29802,2.01,0,2,7,67.4,58.0,5696
29848,2.3,4,3,3,62.6,57.0,14215
29859,2.32,3,1,3,59.0,59.0,14666
29909,2.15,4,3,1,61.5,60.0,18470
29952,2.06,3,4,3,59.8,61.0,15949
29967,2.02,3,6,3,59.8,58.0,17825
29972,3.0,2,3,7,63.1,55.0,6512
29983,2.0,1,6,3,57.6,63.0,16206
30005,2.0,0,3,3,65.2,55.0,11600
30017,2.06,3,3,1,62.4,59.0,14863
30036,2.05,4,3,1,61.9,57.0,17006
30047,2.28,4,2,3,62.9,57.0,16187
30071,2.21,4,7,3,62.0,57.0,16558
30099,2.0,4,1,1,62.4,54.0,12433
30107,2.04,2,2,7,59.3,61.0,8257
30140,2.56,3,1,1,61.4,58.0,17186
30142,2.0,4,3,1,63.9,54.0,18440
30155,2.33,3,3,7,60.7,58.0,8220
30157,2.19,4,3,1,60.6,57.0,18475
30171,2.05,3,6,3,59.7,59.0,17237
30177,2.14,4,3,3,63.0,55.0,12720
30188,2.0,2,2,3,59.5,61.0,13892
30289,2.02,3,5,3,61.3,58.0,13267
30293,2.01,2,3,3,63.4,60.0,11780
30312,2.03,4,2,3,61.5,54.0,14061
30337,2.0,1,3,1,63.6,58.0,16650
30380,2.0,2,1,1,60.8,58.0,12768
30401,2.38,3,1,4,62.6,59.0,16273
30411,2.08,1,2,3,63.8,58.0,14084
30413,2.01,0,3,3,61.2,66.0,13587
30451,2.1,2,2,3,60.6,60.0,12612
30460,2.12,2,3,3,62.3,59.0,16151
30480,2.57,3,1,1,63.0,58.0,18485
30490,2.0,2,6,3,60.5,60.0,16064
30492,2.07,3,3,1,62.0,58.0,13786
30496,2.4,4,1,1,62.0,57.0,12468
30497,2.09,3,3,3,62.1,58.0,17156
30515,2.13,4,3,3,61.8,57.0,15288
30530,2.14,3,2,4,60.7,59.0,17193
30613,2.01,4,3,1,62.1,55.0,18295
30626,2.59,4,1,0,61.7,56.0,16465
30635,2.02,1,3,3,59.0,61.0,13144
30650,2.24,2,2,3,61.7,57.7,16558
30668,2.1,4,2,3,61.9,56.0,15653
30677,2.24,4,5,3,60.3,59.0,17989
30697,2.01,2,1,3,59.3,63.0,8949
30776,2.0,3,1,3,61.9,55.0,11899
30793,2.17,4,2,1,60.4,56.0,17224
30795,2.14,2,1,4,62.8,57.0,14065
30796,2.01,3,1,3,60.8,58.0,12048
30797,2.01,3,1,1,60.7,61.0,12209
30801,2.0,0,4,3,65.1,54.0,11156
30802,2.01,3,4,1,62.5,58.0,17334
30827,2.02,4,2,3,62.2,57.0,10412
30836,2.06,4,5,3,62.7,57.0,15970
30886,2.02,2,4,3,63.3,59.0,13554
30911,2.01,4,3,1,62.8,54.0,18186
30927,2.01,4,5,3,61.6,55.0,18183
30931,2.03,2,3,1,63.0,60.0,18781
30933,2.01,4,4,3,63.0,56.0,13498
30947,2.09,3,3,3,61.4,60.0,14581
31004,2.05,2,3,4,61.8,60.0,18152
31007,2.51,4,2,3,58.4,62.0,18037
31119,2.42,3,1,4,61.3,59.0,18615
31152,2.0,1,3,3,63.6,57.0,13480
31155,2.11,3,4,3,62.2,60.0,16336
31181,2.27,3,3,3,60.7,59.0,15783
31185,2.01,1,3,7,61.7,63.0,7959
31193,2.02,2,1,4,59.3,60.0,13693
31214,2.51,2,1,1,63.8,55.0,16842
31230,2.06,3,6,3,58.8,58.0,14634
31291,2.11,3,3,3,61.0,58.0,13233
31297,2.31,3,3,3,59.2,61.0,13831
31306,2.02,3,1,3,62.1,60.0,11165
31383,2.04,3,4,3,60.3,59.0,15651
31426,2.07,3,2,4,61.2,58.0,18359
31430,2.13,4,3,1,62.2,55.0,18442
31431,2.5,4,2,4,61.9,57.0,16955
31455,2.14,3,1,3,61.5,59.0,13326
31537,2.46,3,6,3,59.7,59.0,10470
31569,2.0,4,5,7,60.3,56.0,10685
31571,2.51,3,3,3,59.3,61.0,14543
31577,2.06,1,2,4,60.2,64.0,15046
31588,2.02,2,2,3,63.3,59.0,11390
31598,2.03,2,4,1,61.3,59.0,18257
31681,2.0,1,3,1,58.0,58.0,17447
31743,2.05,2,6,3,62.5,56.0,17138
31749,2.05,1,4,3,63.7,61.0,16148
31755,2.11,2,1,3,60.8,61.0,12771
31781,2.01,3,1,4,58.6,61.0,10401
31816,2.16,3,2,1,62.9,55.0,17313
31857,2.0,0,6,3,59.9,61.0,15540
31892,2.07,4,2,3,62.0,55.0,16189
31912,2.05,3,1,0,62.5,60.0,15109
31942,2.26,2,7,3,61.6,61.0,18028
32014,2.15,3,4,3,59.7,60.0,13317
32044,2.61,4,2,3,62.1,56.0,18756
32219,2.08,3,2,4,58.9,61.0,18447
32262,2.19,2,2,3,60.3,60.0,15907
32289,2.01,3,3,1,61.7,60.0,18188
32318,2.22,3,1,0,60.0,60.0,18706
32329,2.23,3,1,0,61.7,58.0,16025
32344,2.05,3,1,0,60.1,58.0,15067
32368,2.01,3,2,0,62.9,59.0,18206
32377,2.27,4,2,3,60.5,55.0,12939
32411,2.02,2,2,4,58.8,57.0,14620
32446,2.01,3,4,3,62.3,60.0,15147
32450,2.02,3,3,3,59.9,55.0,15996
32482,2.01,3,5,3,62.0,60.0,11903
32495,2.36,4,1,4,60.1,59.0,17534
32554,2.01,3,2,1,60.1,59.0,14752
32596,2.03,4,5,3,61.6,55.0,18578
32631,2.0,4,3,4,60.5,56.0,13320
32674,2.01,0,6,3,62.1,66.0,14948
32677,2.01,3,3,1,62.7,59.0,17849
32680,2.5,0,5,3,65.8,58.0,17405
32760,2.15,3,3,3,62.8,58.0,17221
32781,2.08,2,1,1,62.6,58.0,12637
32792,2.01,2,2,1,62.8,60.0,14811
32806,2.15,4,4,3,62.6,54.0,18791
32832,2.0,2,2,4,60.4,60.0,16459
32839,2.04,3,4,3,61.3,60.0,12794
32843,2.24,4,2,3,62.1,57.0,15852
32861,2.17,3,5,7,60.7,59.0,9078
32893,2.03,1,7,3,63.1,59.0,13109
32895,2.03,2,6,3,63.1,56.0,14646
32914,2.03,3,3,1,61.7,59.0,16747
32928,2.0,2,4,1,63.5,56.0,18818
32951,2.02,3,3,4,60.8,62.0,18207
32971,2.6,4,1,3,62.5,56.0,18369
32989,2.02,2,3,3,59.9,55.0,15851
33020,2.34,1,1,4,63.9,62.0,12961
33062,2.42,3,2,0,59.8,59.0,17262
33090,2.01,1,4,1,63.9,60.0,17804
33114,2.02,4,3,3,60.8,56.0,11715
33120,2.0,4,6,3,62.2,57.0,16650
33132,2.32,4,1,0,62.5,54.5,17891
33139,2.05,2,3,3,62.4,58.0,15949
33175,2.06,3,4,3,61.7,58.0,17012
33178,2.04,3,1,4,63.0,58.0,13734
33183,2.16,4,2,0,62.7,56.0,18342
33210,2.0,3,3,3,62.7,58.0,12168
33280,2.1,4,2,3,63.0,56.0,10457
33297,2.0,1,4,3,64.3,60.0,10416
33309,2.13,3,2,3,59.8,58.0,12980
33377,2.0,2,4,3,63.5,57.0,9475
33396,2.03,3,2,1,61.2,58.0,16787
33416,2.31,2,1,4,59.7,60.0,14830
33473,2.29,3,1,5,61.4,60.0,18594
33482,2.26,2,3,3,63.3,59.0,13923
33499,2.11,3,7,3,58.7,60.0,15198
33508,2.21,3,1,3,60.6,62.0,12327
33602,2.02,0,4,7,65.6,57.0,6346
33607,2.24,4,2,3,61.7,58.0,16709
33628,2.08,3,3,1,62.6,59.0,17617
33654,2.03,0,3,7,66.6,57.0,6002
33700,2.14,3,3,4,61.7,58.0,16390
33702,2.01,2,5,3,62.0,54.0,17005
33727,2.32,1,1,1,60.3,61.0,13654
33756,2.14,3,2,3,60.1,58.0,15915
33780,2.02,3,2,4,59.6,60.0,16709
33797,2.01,1,4,1,60.8,61.0,18077
33838,2.01,3,2,4,62.1,59.0,15520
33844,2.06,3,1,7,61.2,58.0,5203
33868,2.07,2,2,4,60.6,58.0,16378
33874,2.25,4,6,7,61.4,54.0,9072
33879,2.4,4,3,3,62.0,55.0,18374
33886,2.01,3,4,3,59.4,62.0,14939
33923,3.02,0,2,7,65.2,56.0,10577
33924,2.02,4,4,3,61.7,57.0,17265
33934,2.22,0,3,7,70.1,55.0,6564
33990,2.01,3,3,1,61.1,60.0,17849
33994,2.33,3,1,1,61.1,58.0,11638
33997,2.12,3,2,3,60.6,59.0,15097
34070,2.03,4,2,4,62.7,57.0,16945
34073,2.1,4,3,3,63.1,55.0,18462
34129,2.0,2,2,4,58.6,62.0,15923
34138,2.01,3,3,3,62.2,61.0,15673
34152,2.0,3,2,4,58.6,62.0,16068
34176,2.77,3,3,7,62.6,62.0,10424
34207,2.0,0,3,3,65.9,58.0,12554
34333,2.01,3,3,1,61.8,58.0,17347
34394,2.3,3,3,3,62.7,56.0,15992
34413,2.0,3,7,3,61.9,59.0,13098
34438,2.01,3,4,1,61.8,59.0,15105
34452,2.01,0,4,3,65.0,60.0,13721
34494,2.01,2,3,3,63.0,59.0,15773
34527,2.22,3,2,4,60.5,59.0,14662
34545,2.01,4,4,3,60.9,55.0,17609
34602,2.13,0,3,3,64.5,58.0,13370
34619,2.01,1,3,3,62.3,60.0,14426
34624,2.1,3,2,1,59.9,61.0,15615
34628,2.01,3,2,4,59.2,62.0,16778
34630,2.01,3,3,3,61.6,58.0,16499
34657,2.18,2,5,3,63.4,60.0,12099
34675,2.01,1,6,3,60.0,64.0,16733
34688,2.03,3,4,3,60.1,60.0,17393
34699,2.04,3,1,0,62.6,58.0,14660
34702,2.06,2,5,3,61.5,56.0,16603
34703,2.07,1,2,4,64.1,57.0,15119
34740,2.04,2,2,1,62.9,54.0,17323
34763,2.14,2,5,3,58.2,61.0,17582
34814,2.04,4,1,1,59.1,59.0,12554
34819,2.11,3,1,4,59.9,60.0,13046
34842,2.07,3,2,3,60.5,60.0,15055
34863,2.54,2,2,3,63.5,58.0,15394
34881,2.27,1,3,3,63.6,58.0,14249
34906,2.01,2,5,3,63.3,59.0,11925
34975,2.09,3,2,3,60.1,59.0,10042
35006,2.8,1,4,3,63.8,58.0,18788
35037,2.16,4,4,3,62.5,54.2,18001
35069,2.03,3,4,4,59.6,60.0,18680
35128,2.02,2,1,3,63.5,57.0,11475
35138,2.16,4,3,7,62.2,56.0,8709
35174,2.05,3,2,1,60.6,58.0,16611
35183,2.01,2,5,3,60.3,60.0,16728
35185,2.03,4,2,4,59.9,60.0,15826
35202,2.01,3,2,4,61.0,61.0,16778
35228,2.07,2,3,3,63.3,56.0,15992
35284,2.04,3,3,1,62.5,61.0,18115
35298,2.0,1,2,1,63.9,57.0,12554
35301,2.0,4,2,0,62.0,57.0,17889
35383,2.03,4,4,3,62.5,56.0,16505
35401,2.03,3,6,3,61.5,59.0,18477
35429,2.01,3,5,3,61.3,61.0,16881
35491,2.15,2,3,3,62.8,58.0,17065
35530,2.09,4,2,3,63.0,57.0,14838
35536,2.04,3,2,3,59.8,59.0,14605
35542,2.05,3,7,1,60.4,58.0,17776
35592,2.3,4,4,3,61.6,57.0,15433
35604,2.02,4,2,3,62.3,55.0,10577
35629,2.01,1,1,1,63.6,59.0,12257
35637,2.21,4,4,3,60.1,60.0,15948
35641,2.01,2,2,0,62.8,59.0,17877
35654,2.01,1,2,4,59.9,65.0,15729
35656,2.5,4,1,3,60.7,55.0,15990
35726,2.19,4,3,3,62.0,56.0,17433
35735,2.01,3,2,3,62.7,58.0,10558
35736,2.01,3,2,3,62.0,56.0,12338
35744,2.01,1,2,1,64.1,62.0,13464
35768,2.01,3,2,1,58.9,59.0,13755
35873,2.01,0,4,4,67.5,55.0,17917
35882,2.02,4,2,3,61.7,57.0,13109
35901,2.03,2,5,3,59.8,56.0,15811
35933,2.01,4,2,3,62.9,56.0,13574
36013,2.01,3,3,4,62.6,59.0,13599
36024,2.25,1,1,1,62.4,61.0,15287
36026,2.51,0,3,3,64.7,57.0,18308
36029,2.13,3,4,3,60.7,60.0,16778
36068,2.02,0,3,4,64.5,57.0,18565
36091,2.17,0,4,7,55.6,62.0,6817
36103,2.05,1,4,7,56.9,58.0,7026
36122,2.02,4,3,4,61.6,56.0,18050
36131,2.01,4,3,3,60.1,57.0,15562
36139,2.0,4,1,4,62.3,55.0,13263
36148,2.02,1,2,0,57.9,63.0,17533
36186,2.03,4,2,1,62.9,57.0,15291
36188,2.01,4,2,0,62.5,56.0,17523
36192,2.0,2,2,1,63.6,57.0,14057
36231,2.01,1,7,3,59.9,65.0,16776
36240,2.01,1,2,3,63.5,60.0,12985
36249,2.02,3,1,4,61.1,58.0,12832
36323,2.09,2,5,3,62.5,60.0,16210
36340,2.0,1,1,4,58.0,62.0,13542
36348,2.08,2,3,3,63.4,59.0,13206
36349,2.11,4,1,0,61.8,56.2,15766
36361,2.04,2,1,3,61.7,57.0,11276
36417,2.0,3,5,3,60.6,62.0,11198
36510,2.09,3,2,1,60.8,59.0,15339
36514,2.18,2,6,7,62.0,60.0,10340
36535,2.04,4,4,1,59.0,57.0,18663
36554,2.02,4,1,3,62.7,56.9,11314
36584,2.17,4,2,1,60.7,57.0,17747
36643,2.01,1,2,1,62.2,61.0,15371
36649,2.13,1,3,3,59.2,58.0,16062
36689,2.01,3,2,3,60.0,61.0,13400
36734,2.24,3,1,0,60.9,58.0,11970
36840,2.01,2,2,4,59.6,58.0,16383
36923,2.01,3,1,4,61.1,59.0,13228
36944,2.03,3,3,7,59.4,59.0,7421
36954,2.0,0,5,3,59.8,68.0,12610
37020,2.04,3,2,4,61.0,61.0,16768
37073,2.29,2,2,1,61.8,59.0,18068
37083,2.0,1,2,0,58.8,65.0,15851
37103,2.02,3,2,4,59.0,59.0,17893
37129,2.07,0,4,7,67.7,56.0,6503
37189,2.02,4,1,1,59.8,60.0,12713
37190,2.24,3,2,3,62.5,59.0,16097
37214,2.01,1,3,1,62.8,59.0,14968
37235,2.05,3,5,3,60.2,59.0,18784
37236,2.03,4,2,4,62.7,57.0,16792
37237,2.02,3,3,1,63.0,60.0,13453
37240,2.09,1,1,4,57.2,64.0,11576
37281,2.01,1,3,3,64.0,51.0,15888
37301,2.0,4,6,1,62.6,57.0,16650
37349,2.22,3,5,3,59.2,59.0,13553
37355,2.03,3,2,4,60.5,62.0,16483
37421,2.03,1,2,3,63.8,63.0,9651
37429,2.01,2,3,4,60.7,56.0,18561
37456,2.52,2,4,3,63.2,58.0,17689
37461,2.03,4,2,1,62.6,55.0,14548
37503,2.01,0,3,3,65.3,56.0,10772
37591,2.2,2,3,4,63.3,58.0,16239
37593,2.03,2,7,3,62.4,59.0,18120
37655,2.01,3,3,4,62.8,58.0,13342
37661,2.08,1,2,3,63.8,58.0,13956
37669,2.22,2,1,1,58.7,60.0,13782
37686,2.19,3,2,3,60.8,60.0,15032
37721,2.07,4,2,1,61.2,57.0,14857
37782,2.0,0,4,3,66.5,56.0,14208
37785,2.07,3,3,1,62.7,58.0,13993
37788,2.01,3,6,3,58.9,60.0,17179
37798,2.14,4,3,3,61.9,57.0,12400
37800,2.13,4,1,4,62.1,55.0,15258
37813,2.63,4,1,3,62.1,57.0,16914
37845,2.14,3,1,3,61.5,59.0,13205
37852,2.0,2,6,3,62.9,56.0,16064
37859,2.22,2,2,3,62.9,59.0,15047
37864,3.22,4,2,7,62.6,55.0,12545
37870,2.06,3,4,3,62.7,58.0,17650
37882,2.0,2,2,3,63.1,56.0,9435
37891,2.0,3,1,0,63.0,58.0,9296
37906,2.01,1,2,0,62.5,56.0,17365
37937,2.13,3,1,3,62.6,58.0,13148
37941,2.11,4,2,4,60.3,61.0,16512
37974,2.24,4,2,3,62.1,53.6,15730
37989,2.53,3,1,3,62.6,57.0,16934
38035,2.01,3,3,1,60.2,58.0,14502
38081,2.19,2,6,3,62.4,61.0,18067
38157,2.05,3,2,3,62.0,58.0,9850
38183,2.03,4,4,1,62.0,57.0,14637
38189,2.01,3,2,3,62.3,59.0,12182
38225,2.04,4,3,3,61.2,56.0,15874
38234,2.63,2,1,7,62.3,61.0,10437
38257,2.01,3,4,3,60.1,60.0,17403
38258,2.02,4,3,1,62.5,54.0,17245
38309,2.01,3,3,1,61.4,56.0,18295
38350,2.0,1,2,4,63.6,60.0,16291
38362,2.01,3,2,1,62.4,61.0,15707
38376,2.01,3,7,3,61.8,59.0,17235
38380,2.06,3,5,7,58.7,61.0,9967
38393,2.46,4,1,3,62.3,57.0,16466
38450,2.02,3,3,3,62.6,59.0,13850
38468,2.03,4,3,3,61.8,56.0,15143
38474,2.15,3,3,7,62.9,57.0,6357
38486,2.12,3,4,3,62.6,59.0,18164
38495,2.02,2,3,3,62.7,59.0,15666
38604,2.14,4,2,4,62.2,57.0,13844
38632,2.01,2,3,1,61.5,60.0,17003
38662,2.02,4,1,1,62.2,57.0,13132
38670,2.14,3,2,4,59.3,59.0,15559
38737,2.48,3,2,4,60.1,58.0,16820
38738,2.06,4,2,3,63.3,54.0,14505
38763,2.0,2,2,4,63.3,56.0,16694
38792,2.16,4,2,3,61.9,54.0,15124
38865,2.11,3,1,3,62.0,60.0,11663
38901,2.25,4,3,1,62.4,56.0,14348
38929,2.03,4,1,3,62.1,57.0,12716
38933,2.31,2,2,3,62.9,58.0,17062
38978,2.01,2,1,4,61.1,59.0,13109
38979,2.48,4,2,3,62.3,57.0,12883
39003,2.01,2,3,3,62.7,60.0,14768
39016,2.36,4,3,3,62.2,55.0,17569
39051,2.06,3,2,3,60.1,58.0,14982
39089,2.07,2,3,1,62.1,59.0,17893
39095,2.0,3,2,4,61.8,56.0,17716
39174,2.01,2,1,3,61.0,57.0,11110
39179,2.0,0,4,1,65.5,58.0,11935
39182,2.02,2,3,3,60.8,60.0,14498
39207,2.22,2,1,3,61.2,63.0,10662
39212,2.31,3,2,3,58.8,58.0,17000
39222,2.01,4,2,4,66.7,56.0,15729
39298,2.01,3,3,4,62.6,58.0,15395
39337,2.22,1,2,1,57.8,58.0,17151
39373,2.2,0,2,7,66.3,56.0,7934
39407,2.3,3,3,3,60.6,59.0,14042
39438,2.09,3,1,3,60.0,60.0,13092
39446,2.01,1,3,1,63.2,58.0,15919
39457,2.54,4,4,3,62.7,56.0,17339
39516,2.06,3,2,0,58.4,55.0,15393
39584,2.12,2,3,1,60.7,55.0,18118
39608,2.01,3,5,3,59.5,59.0,15841
39636,2.0,0,3,0,66.0,56.0,14199
39663,2.01,4,2,1,62.3,58.0,14540
39671,2.05,4,1,4,61.7,54.9,14111
39673,2.01,2,3,3,60.5,61.0,16140
39684,2.02,4,1,4,62.0,56.0,12832
39692,2.19,3,3,1,61.6,58.0,17016
39716,2.0,4,4,1,61.7,55.0,13675
39739,2.06,2,1,1,62.0,57.0,11764
39750,2.01,3,4,3,60.8,61.0,12260
39752,2.01,3,5,3,58.4,59.0,13610
39766,2.42,3,1,3,58.5,59.0,16198
39808,2.32,3,2,1,61.2,58.0,18026
39810,2.02,3,1,3,59.7,56.0,9728
39868,2.04,2,2,0,61.8,60.0,18127
39879,2.01,1,3,0,57.6,63.0,18340
39918,2.14,2,1,1,62.3,59.0,14556
39991,2.04,3,2,1,58.8,60.0,14775
40000,2.17,3,7,3,62.2,59.0,16472
40002,2.01,3,2,1,61.5,60.0,16499
40003,2.01,2,2,0,62.9,62.0,16914
40017,2.01,1,4,1,60.3,60.0,18625
40053,2.33,1,4,3,63.9,60.0,13242
40055,2.0,2,3,3,59.7,61.0,15312
40068,2.01,3,1,4,61.8,61.0,12541
40098,2.04,2,1,3,63.4,55.0,9482
40109,2.18,3,4,3,61.9,60.0,17841
40111,2.01,2,3,7,58.1,63.0,6592
40122,2.01,2,2,3,60.9,60.0,13488
40129,2.07,3,1,4,61.5,59.0,13675
40155,2.01,0,2,7,55.9,64.0,5696
40225,2.25,0,4,7,64.9,58.0,7069
40274,2.02,2,5,1,60.1,60.0,17658
40276,2.02,4,3,1,61.7,57.0,17882
40290,2.18,3,3,3,59.1,60.0,17473
40326,2.06,3,4,1,59.3,61.0,13317
