carat,depth,table,x,y,z,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
0.32,61.3,57.0,4.38,4.41,2.69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,656
0.56,62.3,53.0,5.28,5.31,3.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1270
0.31,62.4,56.0,4.38,4.34,2.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,982
0.52,61.9,55.0,5.15,5.19,3.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2371
1.09,61.9,55.0,6.6,6.64,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5035
0.91,64.2,55.0,6.13,6.09,3.92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3287
0.3,60.7,57.0,4.33,4.37,2.64,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,473
0.27,61.3,57.0,4.16,4.19,2.56,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,432
1.5,62.9,56.0,7.24,7.33,4.58,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8058
0.5,62.9,58.0,5.05,5.09,3.19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1550
0.35,61.6,56.0,4.53,4.49,2.78,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,827
0.34,62.8,58.0,4.44,4.48,2.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,626
0.52,63.7,54.0,5.09,5.12,3.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1289
0.4,62.0,56.0,4.71,4.68,2.91,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,990
0.72,62.2,57.0,5.75,5.72,3.57,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2311
0.7,62.5,57.0,5.64,5.68,3.54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2593
0.37,60.6,58.0,4.62,4.65,2.81,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,757
0.33,62.4,57.0,4.43,4.39,2.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,854
0.41,62.9,59.0,4.72,4.76,2.98,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1367
1.0,65.3,56.0,6.19,6.24,4.06,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7226
0.31,62.0,55.0,4.38,4.36,2.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,942
0.32,61.6,57.0,4.43,4.4,2.72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,828
0.4,59.7,58.0,4.8,4.78,2.86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1050
0.42,62.1,57.0,4.78,4.8,2.98,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,777
0.5,61.2,57.0,5.11,5.15,3.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2419
1.52,61.0,59.0,7.41,7.35,4.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6367
1.07,61.9,56.0,6.6,6.62,4.09,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9169
0.27,61.1,55.0,4.18,4.27,2.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,667
0.4,59.9,60.0,4.74,4.78,2.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,666
0.31,62.3,55.0,4.33,4.3,2.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,802
1.02,58.9,61.0,6.56,6.62,3.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4971
1.53,61.6,58.0,7.42,7.35,4.55,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10907
1.5,61.0,59.0,7.31,7.39,4.48,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9394
1.67,61.7,55.0,7.68,7.61,4.72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12327
0.39,62.5,54.0,4.7,4.67,2.92,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1047
0.52,61.5,56.0,5.18,5.2,3.19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1911
0.3,61.9,56.0,4.33,4.3,2.67,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,630
0.41,61.0,59.0,4.79,4.82,2.93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1115
0.31,61.9,57.0,4.31,4.35,2.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,766
0.3,62.3,59.0,4.25,4.22,2.64,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,709
1.0,63.3,58.0,6.28,6.39,4.01,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5528
0.25,61.9,55.0,4.07,4.1,2.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,525
0.7,58.4,61.0,5.85,5.89,3.43,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3419
1.07,62.4,58.0,6.54,6.47,4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4105
1.24,61.6,59.0,6.94,6.89,4.26,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7162
0.4,61.8,55.0,4.76,4.79,2.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,662
0.39,62.4,59.0,4.58,4.65,2.88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,562
2.0,61.5,59.0,8.06,8.11,4.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13552
0.25,63.1,56.0,4.0,4.05,2.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,576
1.05,59.4,62.0,6.66,6.58,3.93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3593
0.3,60.2,57.0,4.38,4.36,2.63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,844
0.59,61.0,57.0,5.46,5.43,3.32,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1912
0.71,60.9,55.0,5.74,5.88,3.54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2669
1.59,62.0,58.0,7.44,7.39,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7479
0.36,61.5,54.0,4.6,4.63,2.84,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,571
1.0,62.9,56.0,6.32,6.3,3.97,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3450
0.76,61.8,58.0,5.84,5.87,3.62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2551
0.71,59.2,59.0,5.86,5.8,3.45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3161
0.52,63.3,58.0,5.11,5.06,3.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1073
0.55,61.2,55.0,5.28,5.3,3.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1580
1.08,62.2,57.0,6.57,6.54,4.08,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4933
0.23,61.7,55.0,3.99,4.05,2.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,498
1.01,62.0,57.0,6.41,6.37,3.96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3450
0.43,61.8,59.0,4.86,4.85,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,887
1.01,63.0,58.0,6.4,6.34,4.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6165
0.5,61.9,59.0,5.06,5.08,3.14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1603
0.32,63.1,56.0,4.36,4.39,2.76,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,561
0.4,61.1,58.0,4.76,4.73,2.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,855
0.71,62.5,58.0,5.66,5.61,3.52,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2613
1.5,63.9,54.0,7.26,7.2,4.62,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11948
1.01,57.9,57.0,6.53,6.57,3.79,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5144
0.3,62.8,59.0,4.26,4.24,2.67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,844
1.0,58.7,62.0,6.47,6.51,3.81,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3614
0.53,61.4,56.0,5.24,5.21,3.21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1813
0.56,61.9,56.0,5.28,5.32,3.28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3465
0.5,58.2,61.0,5.19,5.22,3.03,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1806
1.12,62.8,57.0,6.61,6.64,4.16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7589
1.01,64.1,57.0,6.32,6.22,4.02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4466
0.39,61.7,57.0,4.65,4.68,2.88,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,787
1.22,61.5,61.0,6.89,6.83,4.22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4735
0.33,61.9,57.0,4.41,4.44,2.74,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,666
0.34,62.0,53.0,4.49,4.51,2.79,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,863
0.51,61.4,60.0,5.07,5.13,3.13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1604
1.29,61.3,56.0,7.05,6.99,4.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5158
0.34,60.7,56.0,4.56,4.53,2.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,938
0.51,60.5,60.0,5.19,5.16,3.13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1882
0.7,63.0,57.0,5.55,5.6,3.51,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1723
0.41,62.0,58.0,4.78,4.74,2.95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,876
0.76,61.8,56.0,5.88,5.84,3.62,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2587
0.24,62.2,57.0,3.97,4.0,2.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,608
0.71,60.8,63.0,5.76,5.68,3.48,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2982
0.55,61.1,55.0,5.3,5.33,3.25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1975
0.3,61.7,58.0,4.32,4.27,2.65,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,608
0.53,62.2,55.0,5.17,5.19,3.22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3812
0.44,62.6,56.0,4.84,4.9,3.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,810
0.51,61.6,56.3,5.14,5.15,3.16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1656
0.31,61.3,57.0,4.34,4.37,2.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,914
1.58,61.6,55.0,7.52,7.57,4.65,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12671
0.3,63.5,58.0,4.27,4.24,2.7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,506
0.31,61.3,56.0,4.34,4.37,2.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,680
0.3,60.0,60.0,4.3,4.33,2.59,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,605
1.5,63.0,56.0,7.32,7.26,4.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12821
0.26,60.9,55.0,4.15,4.23,2.55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,768
0.5,63.0,60.0,5.06,5.03,3.18,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1588
0.78,62.7,61.0,5.8,5.84,3.65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2444
0.33,61.2,56.0,4.46,4.49,2.74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,862
0.59,60.2,60.0,5.45,5.42,3.27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1590
0.51,65.3,55.0,4.97,4.96,3.24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,996
1.02,61.3,58.0,6.42,6.54,3.97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6479
0.37,61.9,58.0,4.54,4.6,2.83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,746
0.41,62.3,53.0,4.77,4.79,2.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,785
0.51,61.8,55.0,5.18,5.14,3.19,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1687
1.28,56.8,62.0,7.22,7.16,4.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4086
1.51,61.9,58.0,7.3,7.36,4.54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16716
0.7,61.9,62.0,5.69,5.66,3.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2107
0.31,62.7,55.0,4.31,4.34,2.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,734
0.53,62.3,55.0,5.2,5.17,3.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1683
1.16,62.2,55.7,6.68,6.74,4.18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5260
0.34,61.5,56.0,4.47,4.5,2.76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1133
1.55,63.1,57.0,7.36,7.31,4.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11703
1.0,64.7,57.0,6.29,6.36,4.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4541
1.3,60.2,58.0,7.17,7.08,4.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10763
0.7,61.8,56.0,5.69,5.73,3.53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2966
1.04,61.3,55.0,6.51,6.53,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5321
1.05,63.3,58.0,6.42,6.48,4.08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5236
1.04,61.3,56.0,6.53,6.55,4.01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18542
2.0,60.7,60.0,8.05,8.17,4.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13542
0.5,61.0,60.0,5.12,5.08,3.11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2070
0.32,61.9,55.0,4.45,4.41,2.74,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,773
1.5,63.2,57.0,7.29,7.24,4.59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6028
1.0,62.9,59.0,6.39,6.3,3.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4155
0.82,62.4,54.0,5.99,6.02,3.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4327
0.56,60.7,55.0,5.32,5.35,3.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1662
1.05,62.1,57.0,6.48,6.5,4.03,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5436
1.14,62.0,55.0,6.68,6.77,4.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7371
1.7,61.8,60.0,7.64,7.56,4.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10377
0.52,62.9,59.0,5.11,5.13,3.22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1847
0.92,65.6,57.0,6.1,6.07,3.99,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3407
1.01,60.9,58.0,6.43,6.47,3.93,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7411
0.56,61.9,55.0,5.36,5.32,3.3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2016
1.37,62.3,54.0,7.11,7.15,4.43,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13439
0.9,63.2,61.0,6.12,6.03,3.84,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3398
1.51,63.1,56.0,7.24,7.22,4.56,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10113
0.33,61.7,56.0,4.46,4.42,2.74,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,965
1.22,62.5,58.0,6.8,6.76,4.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5226
0.52,62.3,56.0,5.11,5.16,3.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1822
0.5,61.7,57.0,5.09,5.12,3.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,875
0.42,60.6,57.0,4.84,4.86,2.94,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1177
0.26,63.3,58.0,4.08,4.04,2.57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,600
1.5,61.1,60.0,7.33,7.36,4.49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9471
1.2,61.4,58.0,6.8,6.75,4.16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6182
0.31,61.9,56.0,4.38,4.37,2.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,942
1.51,61.4,58.0,7.4,7.3,4.51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12068
1.01,63.7,56.0,6.29,6.34,4.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6289
1.22,59.3,59.0,7.01,6.96,4.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6156
0.31,63.6,57.0,4.33,4.29,2.74,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,593
1.51,58.8,62.0,7.5,7.41,4.39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8879
0.91,63.4,59.0,6.2,6.14,3.91,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3763
0.3,63.7,59.0,4.17,4.24,2.68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,752
1.05,61.5,57.0,6.51,6.57,4.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9138
0.71,63.4,56.0,5.68,5.62,3.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2086
0.33,62.3,55.0,4.43,4.46,2.77,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,723
1.2,63.6,57.0,6.71,6.74,4.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10982
1.51,62.6,57.0,7.25,7.31,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12141
1.0,58.3,62.0,6.51,6.57,3.81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8002
0.56,61.3,56.0,5.32,5.35,3.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2135
0.55,63.1,56.0,5.22,5.24,3.3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1368
0.3,63.4,56.0,4.26,4.29,2.71,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,552
0.4,60.3,58.0,4.8,4.82,2.9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,980
0.71,62.4,56.0,5.7,5.64,3.54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2028
0.27,62.6,56.0,4.15,4.13,2.59,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,799
0.5,62.0,59.0,5.1,5.03,3.14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1031
0.32,61.3,58.0,4.37,4.4,2.69,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,926
0.32,61.4,56.0,4.43,4.46,2.73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,477
1.72,62.2,55.0,7.7,7.67,4.78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7802
0.55,62.3,53.0,5.28,5.31,3.3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1754
0.43,63.8,57.0,4.82,4.8,3.07,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,948
0.32,60.0,59.0,4.42,4.45,2.66,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,533
0.31,62.6,57.0,4.33,4.27,2.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,802
0.53,60.9,57.0,5.17,5.24,3.17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1783
1.01,64.6,56.0,6.31,6.24,4.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3003
1.01,60.9,58.0,6.43,6.47,3.93,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6759
0.35,61.5,58.0,4.53,4.55,2.79,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,601
2.18,62.0,57.0,8.35,8.24,5.14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13769
0.23,63.7,55.0,3.87,3.89,2.47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,485
0.36,61.9,56.0,4.59,4.56,2.83,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1013
1.04,59.5,59.0,6.59,6.66,3.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4451
0.32,62.2,55.0,4.38,4.4,2.73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1010
0.72,58.0,57.0,5.93,6.01,3.46,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2671
1.2,61.6,57.0,6.78,6.83,4.19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13474
0.51,62.4,59.0,5.07,5.12,3.18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2559
0.34,62.8,58.0,4.43,4.45,2.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,745
0.31,62.9,57.0,4.32,4.27,2.7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,732
1.57,62.9,61.0,7.37,7.41,4.65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9698
0.44,62.2,60.0,4.79,4.86,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,810
0.35,60.7,57.0,4.57,4.53,2.76,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1116
1.12,61.8,59.0,6.65,6.75,4.14,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7761
0.42,61.8,56.0,4.8,4.84,2.98,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,931
0.4,60.8,58.0,4.77,4.73,2.89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1397
1.19,62.0,56.0,6.8,6.77,4.21,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4678
2.01,58.2,62.0,8.26,8.21,4.79,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16287
0.92,60.5,57.0,6.3,6.29,3.81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3854
1.37,62.9,58.0,7.12,7.07,4.46,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8669
0.54,61.1,58.0,5.3,5.24,3.22,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2100
1.05,62.6,56.0,6.45,6.5,4.05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6165
2.2,60.5,55.0,8.49,8.42,5.11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18193
1.03,60.7,56.0,6.54,6.6,3.99,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7296
0.5,62.5,57.0,5.06,5.09,3.17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1035
